,a0.surv,bc.surv,a1.surv.one,a1.surv.two,a1.surv.three,a1.surv.four,aS.surv.siteA,aS.surv.siteB,aS.surv.siteC,aS.surv.siteD,aS.surv.siteE,a0.gr,bc.gr,a1.gr.one,a1.gr.two,a1.gr.three,a1.gr.four,bcTSF.gr.one,bcTSF.gr.two,bcTSF.gr.three,bcTSF.gr.four,aS.gr.siteA,aS.gr.siteB,aS.gr.siteC,aS.gr.siteD,aS.gr.siteE,a0.sds,a1.sds.one,a1.sds.two,a1.sds.three,a1.sds.four,aS.sds.siteA,aS.sds.siteB,aS.sds.siteC,aS.sds.siteD,aS.sds.siteE,a0.fl,bc.fl,a1.fl.two,a1.fl.three,a1.fl.four,bcTSF.fl.two,bcTSF.fl.three,bcTSF.fl.four,aS.fl.siteA,aS.fl.siteB,aS.fl.siteC,aS.fl.siteD,aS.fl.siteE,a0.fs,bc.fs,a1.fs.two,a1.fs.three,a1.fs.four,aS.fs.siteA,aS.fs.siteB,aS.fs.siteC,aS.fs.siteD,aS.fs.siteE,a0.fps,bc.fps,a1.fps.two,a1.fps.three,a1.fps.four,aS.fps.siteA,aS.fps.siteB,aS.fps.siteC,aS.fps.siteD,aS.fps.siteE,a0.goCont,a1.goCont.burned,a1.goCont.unburned,aS.goCont.1,aS.goCont.2,aS.goCont.3,aS.goCont.4,aS.goCont.5,aS.goCont.6,aS.goCont.7,a0.staySB,a1.staySB.burned,a1.staySB.unburned,aS.staySB.1,aS.staySB.2,aS.staySB.3,aS.staySB.4,aS.staySB.5,aS.staySB.6,aS.staySB.7,a0.outSB,a1.outSB.burned,a1.outSB.unburned,aS.outSB.1,aS.outSB.2,aS.outSB.3,aS.outSB.4,aS.outSB.5,aS.outSB.6,aS.outSB.7
210,-3.044433,0.687509,2.009205,1.308306,-1.852815,-1.464696,0.689228,0.720984,0.346793,-0.266579,-1.490426,2.315876,0.669322,1.390169,-0.001207,-0.751612,-0.637349,-0.128242,-0.062855,0.124316,0.066781,-0.306253,-0.128714,0.223538,-0.249363,0.460791,3.956874,-0.719427,0.441076,0.128427,0.149925,0.049673,-0.320462,-0.378442,-0.322317,0.971548,-9.155153,1.576972,-5.810009,4.010592,1.799416,0.711723,-0.58955,-0.122173,0.705784,0.15327,-0.274439,-0.473085,-0.11153,-3.409874,0.634883,-0.41933,0.312224,0.107106,0.171565,-0.321485,0.25612,0.006886,-0.113086,0.137512,0.21216,0.264913,-0.063614,-0.201299,-0.119548,0.056849,0.00108,-0.033085,0.094705,-2.50779,0.670575,-0.670575,0.025621,0.033545,0.006463,0.048267,0.006519,-0.059474,-0.060941,1.110622,-0.631847,0.631847,-0.294466,-0.312601,-0.116314,-0.11463,-0.058295,0.603996,0.29231,-2.970243,0.236542,-0.236542,-0.392503,0.114732,-0.086518,0.670266,0.210921,0.133903,-0.650801
211,-3.100621,0.706458,1.850928,1.053216,-1.706913,-1.197231,0.362355,0.975931,0.086758,-0.094975,-1.330068,2.487605,0.631805,0.817533,-0.593502,-0.525996,0.301965,-0.021507,0.026428,0.073725,-0.078646,-0.415957,-0.081074,0.026461,-0.150187,0.620757,3.910239,-0.684466,0.501785,0.172689,0.009992,0.142381,-0.522903,-0.176591,-0.263875,0.820988,-8.64078,1.449105,-5.570406,4.216698,1.353709,0.654424,-0.621201,-0.033223,0.684672,-0.168421,-0.016457,-0.513493,0.013698,-3.396557,0.631097,-0.402303,0.252952,0.149351,0.234798,-0.189285,0.346031,0.032916,-0.42446,-0.21183,0.26161,0.206557,-0.057503,-0.149054,-0.101255,-0.136226,-0.109264,0.044785,0.30196,-2.58712,0.607816,-0.607816,0.217179,0.120669,-0.014481,-0.122,0.019788,-0.119663,-0.101493,1.037179,-0.718484,0.718484,-0.217521,-0.318812,0.228656,-0.246215,-0.214261,0.434254,0.333899,-3.238267,0.412124,-0.412124,0.205331,0.257071,-1.056108,0.510754,0.817135,0.022241,-0.756424
212,-3.14495,0.685731,1.995592,1.315012,-1.811582,-1.499022,0.874576,0.754514,0.061082,-0.263077,-1.427096,2.407159,0.647593,1.080542,-0.39407,-0.851492,0.165021,-0.069332,0.002594,0.137201,-0.070463,-0.311967,-0.155005,0.121891,-0.199998,0.545079,3.998116,-0.651455,0.486231,0.163743,0.001482,-0.080707,-0.099125,-0.264662,-0.419278,0.863772,-7.90639,1.404192,-1.982637,1.817459,0.165178,0.109719,-0.212898,0.103179,0.800692,0.289728,-0.018332,-0.984404,-0.087685,-3.840827,0.715692,-0.438241,0.296091,0.14215,0.280306,-0.38252,0.193021,-0.014401,-0.076406,0.235409,0.187152,0.225408,-0.051384,-0.174024,-0.170507,-0.116432,0.026193,-0.038432,0.299178,-2.469384,0.740699,-0.740699,0.132819,0.131389,0.105397,-0.265009,0.197295,0.026766,-0.328657,0.99942,-0.711503,0.711503,-0.411941,-0.14759,-0.063434,0.027042,-0.239226,0.473615,0.361533,-3.138074,0.337698,-0.337698,0.087255,0.012301,-0.508627,0.722514,0.829478,-0.193915,-0.949006
213,-3.283003,0.718549,1.836525,1.284784,-1.725407,-1.395902,0.721186,0.575071,0.429108,-0.242479,-1.482885,2.250677,0.689409,1.204774,0.244569,-1.27696,-0.172383,-0.06366,-0.10814,0.192462,-0.020662,-0.401185,0.049101,0.267644,-0.32659,0.41103,3.995182,-0.612405,0.541849,0.023702,0.046854,0.043558,-0.080615,-0.281996,-0.464028,0.78308,-9.171741,1.582714,-5.764736,4.889091,0.875645,0.734297,-0.745681,0.011384,1.022666,-0.143133,0.079632,-0.639955,-0.31921,-3.409373,0.620256,-0.440257,0.326439,0.113818,0.395184,-0.680391,0.48265,0.102732,-0.300176,-0.207294,0.269074,0.21461,-0.089769,-0.124841,-0.048875,-0.120071,-0.115483,0.032061,0.252368,-2.649195,0.792978,-0.792978,0.31831,0.074929,0.023884,-0.206014,0.200154,0.166529,-0.577791,1.054757,-0.655093,0.655093,-0.401421,-0.277846,-0.055689,-0.061267,-0.034385,0.547879,0.282729,-3.051637,0.149984,-0.149984,-0.266236,-0.272838,-0.201991,0.539771,0.39473,-0.083036,-0.1104
214,-3.318707,0.732186,1.849724,1.286731,-1.695727,-1.440729,0.719033,0.604455,0.358231,-0.313301,-1.368418,2.502944,0.633883,1.177584,-0.636863,-0.631712,0.090991,-0.094456,0.057218,0.098487,-0.061249,-0.255995,-0.009305,0.150739,-0.245211,0.359771,3.885625,-0.676273,0.362452,0.261598,0.052223,-0.178544,-0.252194,-0.251524,-0.281873,0.964134,-9.016321,1.582281,-3.632768,3.30444,0.328328,0.347562,-0.453854,0.106292,0.651184,-0.006288,-0.012719,-0.519946,-0.11223,-3.678875,0.666213,-0.54818,0.336342,0.211838,0.237589,-0.443458,0.32844,-0.071242,-0.051329,-0.206265,0.2696,0.184516,-0.055758,-0.128758,-0.18146,0.037241,-0.008458,-0.043525,0.196202,-2.41372,0.574719,-0.574719,0.110108,-0.024056,-0.093383,0.043854,-0.052971,0.016752,-0.000305,1.06604,-0.701372,0.701372,-0.259424,-0.409364,-0.08433,-0.092744,0.04475,0.585986,0.215126,-3.262335,0.11439,-0.11439,-0.242756,0.371009,-0.161541,0.437018,0.158213,0.251343,-0.813286
215,-3.496527,0.744103,1.916647,1.191484,-1.851884,-1.256247,0.622461,0.706882,0.366356,-0.057573,-1.638126,2.455884,0.652711,1.32013,-0.498757,-1.070574,0.249201,-0.125944,0.027582,0.192271,-0.09391,-0.31893,0.154569,0.013309,-0.308054,0.459106,3.932586,-0.557671,0.230486,0.266039,0.061146,0.106092,-0.15234,-0.305686,-0.439194,0.791129,-9.009664,1.557238,-4.339972,3.113481,1.226492,0.481247,-0.436056,-0.045191,1.203589,-0.410098,-0.071127,-0.7199,-0.002465,-3.473686,0.639337,-0.338668,0.336955,0.001712,0.458372,-0.317191,0.296914,0.115691,-0.553786,-0.288954,0.286275,0.250789,-0.049913,-0.200876,-0.061825,0.13248,-0.177606,-0.029216,0.136167,-2.422872,0.480161,-0.480161,0.030946,0.048226,-0.046156,0.007871,-0.076853,0.023651,0.012317,1.134337,-0.64007,0.64007,-0.077281,-0.30262,-0.100903,-0.053271,-0.182091,0.426833,0.289332,-3.168544,0.40347,-0.40347,-0.070065,-0.033474,-0.567767,0.411227,0.697475,0.112199,-0.549596
216,-3.385806,0.737943,2.034688,1.160331,-1.737684,-1.457334,0.830286,0.590299,0.252248,-0.295557,-1.377276,2.273717,0.671848,1.293029,-0.433015,-1.250496,0.390482,-0.108252,0.019358,0.198737,-0.109842,-0.312227,-0.234465,0.232626,-0.233845,0.547911,3.946756,-0.574435,0.471932,0.245632,-0.143128,0.196624,-0.338721,-0.129331,-0.444935,0.716362,-8.85454,1.544806,-3.554783,4.746871,-1.192088,0.34374,-0.754635,0.410895,0.990994,-0.477195,-0.13655,-0.474769,0.09752,-4.04731,0.740616,-0.503974,0.359654,0.144321,0.272631,-0.157181,0.15162,-0.012342,-0.254727,-0.014859,0.232955,0.224523,-0.068256,-0.156267,-0.08127,-0.183279,0.005012,0.013674,0.245864,-2.373135,0.553903,-0.553903,-0.022988,0.067196,-0.008552,0.052388,-0.076869,0.015744,-0.026919,1.107615,-0.657345,0.657345,-0.246444,-0.56538,-0.120391,0.152593,0.003834,0.406954,0.368835,-3.284168,0.363693,-0.363693,-0.393994,0.208192,-0.411295,0.691259,0.991692,-0.019612,-1.066243
217,-3.041906,0.694419,1.964067,1.433036,-1.716365,-1.680738,0.988302,0.844401,0.34291,-0.359008,-1.816605,2.123791,0.716403,1.401805,-0.543792,-0.941594,0.083581,-0.137937,0.041293,0.162472,-0.065829,-0.318457,-0.008902,-0.002166,-0.290751,0.620276,3.888682,-0.555172,0.305442,0.09576,0.153969,0.204508,-0.223863,-0.398301,-0.393246,0.810902,-9.863058,1.65747,-5.659173,4.324023,1.33515,0.649036,-0.625652,-0.023384,0.895595,-0.141037,0.026364,-0.367808,-0.413115,-3.472337,0.629643,-0.466564,0.320451,0.146113,0.303913,-0.273466,0.299122,0.052637,-0.382206,0.106124,0.221459,0.08216,0.063129,-0.145289,-0.186672,-0.047292,-0.041097,-0.126578,0.401639,-2.708653,0.607702,-0.607702,0.00591,0.028481,-0.051278,0.013017,0.240984,-0.202456,-0.034657,1.023904,-0.66096,0.66096,-0.121478,-0.268691,-0.069653,-0.154369,-0.208608,0.345443,0.477356,-2.894444,0.16364,-0.16364,-0.443388,0.214961,-0.038251,0.547468,0.331264,-0.190965,-0.421087
218,-3.571556,0.757225,1.923731,1.149222,-1.866206,-1.206747,0.751111,0.759664,0.115822,0.033312,-1.659908,2.197995,0.684729,1.493302,-0.098911,-1.059975,-0.334416,-0.160531,-0.037263,0.171801,0.025993,-0.260118,0.031704,0.042666,-0.284157,0.469904,4.047699,-0.763689,0.315115,0.357191,0.091382,0.114721,-0.077992,-0.476281,-0.372769,0.812321,-8.786908,1.554685,-4.153562,3.728002,0.425559,0.469433,-0.561436,0.092003,1.125539,-0.051218,-0.152548,-0.692057,-0.229716,-3.564262,0.652534,-0.39617,0.24269,0.15348,0.311204,-0.455303,0.37615,-0.010473,-0.221578,-0.144164,0.256422,0.337158,-0.05448,-0.282678,-0.018203,-0.02556,-0.05542,-0.051023,0.150207,-2.379225,0.629214,-0.629214,0.049518,-0.001312,0.029135,0.034885,-0.051116,-0.012199,-0.048911,0.966926,-0.60742,0.60742,-0.328018,-0.418021,-0.249465,0.000903,0.002336,0.418859,0.573406,-3.486858,0.361901,-0.361901,0.317106,-0.243292,-1.330177,1.020999,0.585988,0.283003,-0.633627
219,-3.089435,0.738934,2.002628,1.185238,-1.723194,-1.464673,0.659426,1.127327,0.386995,-0.402713,-1.771035,2.187664,0.679877,1.153421,-0.34716,-0.609803,-0.196458,-0.060552,-0.008731,0.089618,-0.020335,-0.150989,-0.0828,0.097127,-0.196516,0.333178,3.920075,-0.601366,0.454531,0.09979,0.047045,-0.003822,-0.186498,-0.264236,-0.358531,0.813088,-9.237348,1.566304,-6.247825,4.712714,1.535111,0.8204,-0.735573,-0.084827,0.984109,-0.493348,-0.10964,-0.514926,0.133805,-3.432682,0.622124,-0.413969,0.240793,0.173176,0.248951,-0.330357,0.472398,0.102241,-0.493232,0.024725,0.236989,0.306569,-0.061132,-0.245437,-0.056791,0.002263,-0.060339,-0.042932,0.1578,-2.528518,0.613481,-0.613481,0.16268,-0.002612,0.116706,0.030595,-0.074616,-0.233896,0.001143,1.029262,-0.716623,0.716623,-0.53342,-0.321863,-0.020872,0.156545,-0.183334,0.47022,0.432724,-3.060853,0.354378,-0.354378,-0.141274,0.111583,-0.470175,0.697067,0.320357,0.205178,-0.722735
220,-3.596381,0.722897,1.59492,0.996802,-2.197186,-0.394536,0.082911,0.238395,0.179658,0.419125,-0.920089,2.397715,0.658181,1.56617,-0.531645,-0.620823,-0.413702,-0.183949,0.042473,0.102851,0.038625,-0.293571,-0.055028,0.156209,-0.355012,0.547402,3.852235,-0.737576,-0.050292,0.427306,0.360562,0.033088,-0.25896,-0.588008,-0.174424,0.988304,-11.43508,1.956626,-8.913848,5.307835,3.606014,1.201095,-0.776112,-0.424983,0.952475,-0.411786,-0.162458,-0.399044,0.020813,-3.734874,0.667507,-0.519167,0.321036,0.198131,0.279867,-0.146602,0.384072,0.044388,-0.561724,0.183727,0.196784,0.162264,-0.077215,-0.08505,-0.233716,-0.123412,0.007858,0.001431,0.347839,-2.681732,0.905363,-0.905363,0.03944,0.00723,-0.033208,-0.035378,0.078311,0.040916,-0.097312,1.136258,-0.663821,0.663821,-0.310995,-0.360852,0.130748,-0.30633,-0.122272,0.577175,0.392527,-3.177674,0.339641,-0.339641,-0.198618,0.804672,-0.421961,0.825263,0.184775,0.235476,-1.429607
221,-3.575983,0.802193,1.966624,1.100657,-1.944633,-1.122648,0.582642,0.561317,0.076711,-0.181637,-1.039033,2.152811,0.692997,1.456556,-0.003775,-1.550632,0.097852,-0.133495,-0.051135,0.248264,-0.063634,-0.236232,-0.169767,0.258696,-0.235936,0.383239,3.89824,-0.781013,0.222088,0.334147,0.224778,0.082115,-0.316139,-0.469406,-0.171796,0.875226,-8.372574,1.481486,-2.00521,2.332921,-0.327711,0.101673,-0.31667,0.214997,1.054795,-0.13091,0.063885,-0.590752,-0.397018,-3.820836,0.68772,-0.460792,0.324006,0.136786,0.334342,-0.505158,0.277738,0.025642,-0.132564,-0.059905,0.244926,0.153615,-0.027475,-0.12614,-0.141207,0.023716,0.006077,-0.063069,0.174483,-2.479054,0.766239,-0.766239,0.410365,0.031537,0.082002,-0.098029,0.200325,-0.145615,-0.480585,1.008091,-0.578132,0.578132,-0.408972,-0.235014,-0.098018,-0.113398,-0.000123,0.548049,0.307476,-3.139792,0.369922,-0.369922,-0.077509,0.041005,-0.170985,0.489077,0.432089,0.257742,-0.971419
222,-3.090793,0.696796,1.980488,1.128759,-1.772446,-1.336801,0.626482,0.938129,0.225209,-0.158302,-1.631518,2.3213,0.665407,1.243133,-0.552277,-0.91844,0.227583,-0.12399,0.026912,0.156702,-0.059624,-0.43937,0.133339,0.009757,-0.16741,0.463684,3.863169,-0.707677,0.298922,0.234993,0.173763,0.058496,-0.400958,-0.339972,-0.223439,0.905873,-8.863295,1.565634,-3.34065,3.072732,0.267917,0.292557,-0.400057,0.107499,1.143046,-0.164755,0.103756,-0.848572,-0.233475,-3.66906,0.66628,-0.538147,0.434615,0.103533,0.253891,-0.283761,0.300336,-0.047889,-0.222577,-0.015842,0.243529,0.18686,-0.055276,-0.131584,-0.24279,0.067597,-0.137916,-0.016084,0.329194,-2.567823,0.632594,-0.632594,0.114104,-0.019249,0.010065,-0.03874,-0.027157,-0.03353,-0.005493,1.093282,-0.643472,0.643472,-0.342371,-0.48026,-0.128115,-0.041733,0.018239,0.536224,0.438016,-3.042152,0.362067,-0.362067,-0.754712,0.252879,0.018948,0.626969,0.780811,-0.309469,-0.615425
223,-3.050822,0.69897,1.867956,1.252171,-1.717308,-1.402818,0.670549,1.077922,0.242303,-0.310856,-1.679918,2.226526,0.693044,1.358305,-0.280115,-0.846198,-0.231992,-0.111762,-0.021507,0.151069,-0.017799,-0.174642,-0.044748,0.103568,-0.292046,0.407868,4.000124,-0.639814,0.488062,0.153133,-0.001382,0.189052,-0.116111,-0.33886,-0.448397,0.714316,-8.573534,1.492839,-3.30111,2.977296,0.323814,0.317224,-0.414308,0.097084,0.79529,0.126337,0.084427,-0.596932,-0.409122,-3.450232,0.638241,-0.374461,0.251592,0.122869,0.254176,-0.200975,0.338845,0.122208,-0.514254,0.00137,0.230294,0.094115,-0.021434,-0.072681,-0.197653,-0.124191,-0.068823,-0.037137,0.427803,-2.473127,0.945756,-0.945756,-0.031131,0.187986,-0.03019,0.10298,0.080211,-0.109319,-0.200537,1.077415,-0.620699,0.620699,-0.177037,-0.184788,-0.002856,-0.160354,-0.242158,0.504733,0.26246,-3.258365,0.192267,-0.192267,0.063278,0.134432,-0.211396,0.135083,0.348557,-0.114645,-0.355309
224,-2.553211,0.587801,1.70782,1.334452,-1.595451,-1.446821,0.611788,0.73787,0.413636,-0.328513,-1.434781,2.063577,0.71147,1.271165,-0.126301,-1.216784,0.07192,-0.087345,-0.064435,0.201215,-0.049435,-0.372711,-0.167246,0.157532,-0.113402,0.495827,4.068945,-0.689087,0.689392,-0.024649,0.024344,0.121446,-0.134815,-0.317839,-0.469538,0.800746,-9.511854,1.641698,-4.73442,3.314198,1.420222,0.528198,-0.474934,-0.053264,0.965645,-0.271825,0.134304,-0.443171,-0.384953,-4.169263,0.738914,-0.442948,0.322701,0.120248,0.340409,-0.438933,0.21815,0.110356,-0.229982,-0.087089,0.243843,0.142383,-0.031037,-0.111346,-0.160984,-0.05312,-0.055183,-0.069553,0.33884,-2.536816,0.684209,-0.684209,-0.118622,0.202357,0.041209,-0.067779,0.227927,-0.102057,-0.183035,1.074213,-0.614532,0.614532,-0.412736,-0.329184,-0.346699,0.078239,-0.021739,0.615067,0.417052,-3.361087,0.28002,-0.28002,-0.261876,0.281736,-0.914995,0.527893,0.310133,0.164241,-0.107132
225,-2.62147,0.611502,1.829485,1.443948,-1.773497,-1.499935,0.949177,0.731928,0.211748,-0.481698,-1.411155,2.178596,0.689786,1.24837,-0.046104,-1.57269,0.370425,-0.11074,-0.06924,0.269953,-0.089974,-0.300228,-0.354025,0.099877,-0.154906,0.709282,3.826576,-0.597526,0.496484,0.087581,0.013461,-0.147409,-0.200008,-0.199105,-0.312421,0.858943,-8.045788,1.363557,-5.291391,4.053263,1.238128,0.636762,-0.620085,-0.016677,0.936366,0.108279,-0.293013,-0.654323,-0.097309,-3.95693,0.71068,-0.30484,0.314891,-0.010051,0.530535,-0.308209,0.210458,0.018165,-0.450948,0.111864,0.214679,0.188652,-0.097192,-0.09146,-0.189334,-0.106223,-0.075486,0.033864,0.337179,-2.722445,0.690936,-0.690936,0.235133,-0.07412,-0.003418,-0.074335,-0.023612,0.010466,-0.070113,1.025812,-0.613432,0.613432,-0.124668,-0.396388,0.075134,-0.011174,-0.285972,0.539879,0.203188,-2.984567,0.194596,-0.194596,0.140065,-0.016089,-0.814749,0.533727,0.419776,0.413644,-0.676374
226,-3.234496,0.714874,1.841861,1.289174,-1.908869,-1.222166,0.515393,0.843868,0.189992,-0.09002,-1.459233,2.349562,0.645065,1.294577,-0.004202,-1.054445,-0.23593,-0.127041,-0.057707,0.169089,0.015658,-0.448872,-0.17523,0.199349,-0.179916,0.604669,3.93118,-0.660892,0.248903,0.232734,0.179254,0.106658,-0.130603,-0.411891,-0.334474,0.770309,-9.533545,1.645637,-5.209415,3.300629,1.908786,0.586891,-0.444706,-0.142185,0.847357,-0.135267,-0.252031,-0.561422,0.101363,-3.718962,0.690352,-0.443121,0.318886,0.124235,0.246216,-0.303191,0.232862,-0.052092,-0.123795,-0.039621,0.242876,0.202582,-0.043662,-0.15892,-0.120451,-0.04728,-0.081657,0.000712,0.248676,-2.449774,0.522453,-0.522453,0.180215,0.0543,-0.083317,-0.096119,-0.051183,-0.053686,0.04979,0.995745,-0.700229,0.700229,-0.281388,-0.482409,-0.125916,-0.17183,-0.224689,0.852512,0.433719,-3.343651,0.306438,-0.306438,-0.604276,0.660089,-0.543207,0.756788,0.542842,-0.240538,-0.571698
227,-3.528167,0.721756,1.828681,1.198348,-2.144087,-0.882942,0.411084,0.544884,0.006979,0.242749,-1.205696,2.267957,0.659465,1.1803,-0.507166,-0.908667,0.235532,-0.099631,0.015178,0.134834,-0.050381,-0.443195,-0.341515,0.223482,-0.091132,0.65236,3.987899,-0.749655,0.6367,0.05621,0.056744,0.078713,-0.301502,-0.333366,-0.299911,0.856066,-8.204016,1.443781,-2.671761,2.828575,-0.156814,0.217707,-0.411172,0.193465,0.950426,-0.227303,-0.163275,-0.583347,0.023498,-3.749369,0.685875,-0.435333,0.299718,0.135616,0.229052,-0.177952,0.204008,-0.031008,-0.2241,-0.403115,0.294989,0.224301,-0.041065,-0.183235,-0.036661,-0.002553,-0.121891,0.013282,0.147824,-2.556157,0.497242,-0.497242,0.186421,0.033322,-0.033071,0.146539,-0.078024,-0.169772,-0.085414,1.09186,-0.597856,0.597856,-0.192738,-0.513053,-0.10935,-0.211408,-0.016799,0.44086,0.602487,-3.166492,0.229956,-0.229956,-0.396119,0.112235,-0.302914,0.679971,0.278143,0.12159,-0.492908
228,-3.638458,0.744786,1.769874,1.00953,-1.876647,-0.902758,0.184687,0.670758,0.105262,0.27808,-1.238788,2.602682,0.630054,0.985006,-0.126328,-0.924436,0.065758,-0.016214,-0.036521,0.159405,-0.10667,-0.037422,0.084101,0.092049,-0.403916,0.265189,4.148803,-0.711694,0.705941,0.125941,-0.120187,0.150813,-0.004089,-0.401654,-0.491867,0.746798,-8.889771,1.545098,-3.450536,3.768785,-0.318248,0.329732,-0.588645,0.258913,0.96279,0.029499,-0.054281,-0.525547,-0.412459,-3.579287,0.649665,-0.481125,0.327696,0.153429,0.24765,-0.247118,0.331861,0.016966,-0.349358,-0.378236,0.295076,0.211663,-0.052899,-0.158764,-0.049488,-0.080639,-0.146041,0.055595,0.220573,-2.476447,0.489948,-0.489948,-0.01958,-0.09929,0.142748,-0.302154,0.298309,0.011218,-0.031251,1.101352,-0.676062,0.676062,-0.364621,-0.431363,-0.202728,-0.090888,-0.126162,0.615604,0.600158,-3.147089,0.269634,-0.269634,-0.257412,0.313834,-0.299703,0.478527,0.496561,0.318044,-1.04985
229,-3.124411,0.657398,1.636194,1.066766,-1.929669,-0.773291,0.369294,0.498968,0.004699,0.043075,-0.916036,2.378102,0.650912,1.310543,0.022355,-1.817439,0.484541,-0.121885,-0.066477,0.304134,-0.115773,-0.368189,-0.096035,0.150444,-0.248936,0.562716,3.910931,-0.612977,0.448597,0.109431,0.054949,0.098711,-0.285104,-0.322647,-0.321578,0.830617,-9.215976,1.57982,-6.430843,4.83345,1.597393,0.810333,-0.708806,-0.101527,1.216931,-0.705024,0.083723,-0.450592,-0.145039,-3.208776,0.59371,-0.442766,0.310547,0.132219,0.266742,-0.303063,0.331484,0.006484,-0.301646,0.163219,0.202981,0.164835,-0.002233,-0.162602,-0.125755,-0.106881,-0.060951,-0.009677,0.303263,-2.829462,0.783013,-0.783013,0.177205,-0.018534,0.012295,-0.101735,-0.04596,0.018196,-0.041468,1.038852,-0.730739,0.730739,-0.158344,-0.460974,-0.052109,-0.120487,-0.12467,0.406145,0.510439,-3.022346,0.252103,-0.252103,0.430969,-0.156856,-0.3322,0.65713,0.511667,-0.231086,-0.879624
230,-3.065327,0.667862,1.835693,1.120813,-1.744681,-1.211824,0.593074,0.866065,0.230652,-0.068658,-1.621133,2.273924,0.674316,1.433501,-0.281271,-1.05088,-0.10135,-0.156321,-0.01917,0.183159,-0.007669,-0.399721,-0.086605,0.174484,-0.21392,0.525763,3.978739,-0.72401,0.342725,0.227172,0.154112,0.145783,-0.22526,-0.510818,-0.321034,0.91133,-9.196751,1.613676,-5.214622,4.95163,0.262992,0.642491,-0.785804,0.143313,0.829159,-0.331547,-0.157956,-0.577802,0.238146,-3.134089,0.59077,-0.455584,0.24969,0.205894,0.053246,-0.083135,0.298329,-0.02671,-0.24173,-0.217666,0.273644,0.164689,0.019156,-0.183845,-0.100419,-0.035354,-0.098095,-0.123654,0.357522,-2.557351,0.587887,-0.587887,0.24889,0.168958,-0.189617,-0.142326,0.004403,-0.158886,0.068579,1.057958,-0.625175,0.625175,-0.375263,-0.414383,0.067588,-0.183665,0.009665,0.441737,0.454321,-2.971183,0.376142,-0.376142,-0.291297,-0.111367,-0.290854,0.218023,0.486469,0.146072,-0.157047
231,-3.335213,0.692443,1.583548,0.941306,-1.890912,-0.633941,0.02951,0.355109,0.229263,0.386134,-1.000016,2.595661,0.624125,1.531154,-0.287913,-1.217011,-0.02623,-0.187471,0.004428,0.227165,-0.044122,-0.334085,0.033728,-0.062397,-0.395688,0.758441,4.032186,-0.939973,0.582285,0.264228,0.09346,0.057115,-0.488981,-0.493678,-0.161849,1.087392,-8.980653,1.570873,-4.291222,4.383061,-0.091839,0.489238,-0.708039,0.218801,0.887336,-0.011404,-0.163541,-0.66885,-0.04354,-3.728436,0.684138,-0.503415,0.39487,0.108545,0.241021,-0.143092,0.275949,-0.049438,-0.32444,0.148608,0.195171,0.218081,-0.099954,-0.118127,-0.110427,-0.157995,-0.020479,0.021163,0.267738,-2.616583,0.768688,-0.768688,0.32173,-0.01801,0.036785,0.01584,-0.039433,-0.197844,-0.119067,1.035596,-0.664894,0.664894,-0.163826,-0.497988,-0.024039,-0.052228,-0.243556,0.600845,0.380791,-3.24703,0.316978,-0.316978,-0.459794,0.10467,-0.07841,0.510102,0.561974,-0.314018,-0.324523
232,-2.815879,0.620389,1.867968,1.312431,-1.766473,-1.413927,0.781644,0.778144,0.239133,-0.274276,-1.524645,2.392755,0.651156,1.223484,-0.435425,-1.225591,0.437532,-0.090823,0.012862,0.207216,-0.129255,-0.357874,0.075485,0.15128,-0.260771,0.391879,3.928328,-0.674994,0.421338,0.139754,0.113902,0.060064,-0.248598,-0.338611,-0.317331,0.844476,-8.258795,1.403543,-3.790696,3.339469,0.451226,0.400431,-0.493089,0.092658,0.928859,0.047645,-0.026122,-0.719914,-0.230468,-4.072788,0.730204,-0.518174,0.37665,0.141523,0.359464,-0.128178,0.326529,0.001815,-0.559629,-0.095718,0.249018,0.236465,-0.085957,-0.150508,-0.142671,0.047619,-0.023456,-0.017279,0.135787,-2.631182,0.769209,-0.769209,0.040855,-0.003545,-0.032795,-0.01105,0.00228,-0.086298,0.090553,1.156618,-0.742681,0.742681,-0.358639,-0.538026,-0.199491,0.035349,0.033982,0.601187,0.425639,-2.979773,0.124795,-0.124795,-0.016198,-0.011244,-0.270314,0.489061,0.178114,-0.066133,-0.303286
