,a0.surv,bc.surv,a1.surv.one,a1.surv.two,a1.surv.three,a1.surv.four,aS.surv.siteA,aS.surv.siteB,aS.surv.siteC,aS.surv.siteD,aS.surv.siteE,a0.gr,bc.gr,a1.gr.one,a1.gr.two,a1.gr.three,a1.gr.four,bcTSF.gr.one,bcTSF.gr.two,bcTSF.gr.three,bcTSF.gr.four,aS.gr.siteA,aS.gr.siteB,aS.gr.siteC,aS.gr.siteD,aS.gr.siteE,a0.sds,a1.sds.one,a1.sds.two,a1.sds.three,a1.sds.four,aS.sds.siteA,aS.sds.siteB,aS.sds.siteC,aS.sds.siteD,aS.sds.siteE,a0.fl,bc.fl,a1.fl.two,a1.fl.three,a1.fl.four,bcTSF.fl.two,bcTSF.fl.three,bcTSF.fl.four,aS.fl.siteA,aS.fl.siteB,aS.fl.siteC,aS.fl.siteD,aS.fl.siteE,a0.fs,bc.fs,a1.fs.two,a1.fs.three,a1.fs.four,aS.fs.siteA,aS.fs.siteB,aS.fs.siteC,aS.fs.siteD,aS.fs.siteE,a0.fps,bc.fps,a1.fps.two,a1.fps.three,a1.fps.four,aS.fps.siteA,aS.fps.siteB,aS.fps.siteC,aS.fps.siteD,aS.fps.siteE,a0.goCont,a1.goCont.burned,a1.goCont.unburned,aS.goCont.1,aS.goCont.2,aS.goCont.3,aS.goCont.4,aS.goCont.5,aS.goCont.6,aS.goCont.7,a0.staySB,a1.staySB.burned,a1.staySB.unburned,aS.staySB.1,aS.staySB.2,aS.staySB.3,aS.staySB.4,aS.staySB.5,aS.staySB.6,aS.staySB.7,a0.outSB,a1.outSB.burned,a1.outSB.unburned,aS.outSB.1,aS.outSB.2,aS.outSB.3,aS.outSB.4,aS.outSB.5,aS.outSB.6,aS.outSB.7
1,-3.022595,0.669432,1.888754,1.18043,-1.796808,-1.272376,0.534057,0.763552,0.211884,-0.209698,-1.299796,2.351992,0.679715,1.004794,-0.13424,-1.257177,0.386623,-0.016212,-0.044094,0.204933,-0.144627,-0.223136,0.045596,0.169673,-0.318614,0.326481,3.873487,-0.7551,0.432792,0.207137,0.115172,-0.140084,-0.307651,-0.32475,-0.197131,0.969616,-9.944434,1.748099,-5.571507,4.163413,1.408094,0.68009,-0.656085,-0.024005,0.871093,-0.087362,-0.059919,-0.750388,0.026575,-3.278065,0.604767,-0.512528,0.354859,0.157669,0.310822,-0.200747,0.275741,-0.065289,-0.320526,-0.151333,0.255444,0.208957,0.001469,-0.210426,-0.048518,-0.058739,-0.096582,-0.020236,0.224074,-2.407016,0.535556,-0.535556,0.290629,0.208915,-0.095938,-0.228574,0.024883,-0.193461,-0.006455,1.160092,-0.71294,0.71294,-0.393501,-0.516389,-0.017941,0.094503,-0.371169,0.440347,0.76415,-3.198689,0.258312,-0.258312,-0.090052,0.250621,-0.460887,-0.034669,0.722472,0.016514,-0.404
2,-3.208891,0.705541,1.999017,1.476628,-1.860903,-1.614741,0.85895,0.552662,0.383657,-0.39415,-1.401119,2.486859,0.632756,1.134515,-0.558211,-0.720487,0.144182,-0.096152,0.044158,0.120988,-0.068993,-0.312997,-0.137306,0.184912,-0.233294,0.498685,3.829182,-0.64541,0.240442,0.126442,0.278526,-0.034938,-0.250491,-0.381584,-0.250619,0.917632,-9.558061,1.637046,-6.070782,5.173274,0.897508,0.775483,-0.786505,0.011022,0.898306,-0.290505,0.094047,-0.620655,-0.081194,-3.52344,0.658128,-0.484867,0.387766,0.097101,0.318656,-0.15209,0.220475,-0.168241,-0.2188,-0.191684,0.27296,0.319537,-0.06572,-0.253817,-0.055718,0.043746,-0.087337,-0.032191,0.1315,-2.853092,0.774604,-0.774604,-0.049613,0.000623,-0.008887,-0.003807,0.033757,-0.005736,0.033664,1.09994,-0.670872,0.670872,-0.252414,-0.43234,-0.173948,-0.1562,-0.159708,0.541953,0.632658,-3.150814,0.132261,-0.132261,-0.619364,-0.028355,-0.469782,0.343963,0.804839,-0.026109,-0.005192
3,-3.028453,0.699973,1.914159,1.124932,-1.595691,-1.4434,0.710964,0.728122,0.065464,-0.305049,-1.199501,2.344248,0.658375,1.288347,-0.521341,-0.724435,-0.042571,-0.109834,0.032574,0.110076,-0.032817,-0.19594,-0.059347,0.084351,-0.244807,0.415743,3.853311,-0.689734,0.243719,0.15103,0.294984,-0.009976,-0.281197,-0.503103,-0.233763,1.028039,-9.709915,1.704036,-4.007081,4.016608,-0.009527,0.396912,-0.574621,0.177709,0.828397,0.086863,-0.064977,-0.503967,-0.346316,-3.64899,0.684971,-0.603379,0.419322,0.184057,0.07843,0.01681,0.063143,-0.081499,-0.076884,-0.333099,0.285277,0.206375,-0.008187,-0.198188,-0.10028,0.003199,-0.048398,-0.00335,0.148829,-2.750397,0.841105,-0.841105,0.196845,0.110891,-0.132871,0.217367,0.247983,-0.285206,-0.35501,1.052153,-0.64461,0.64461,-0.292408,-0.398921,-0.011169,-0.174783,-0.066123,0.545606,0.397799,-3.042363,0.521027,-0.521027,-0.262963,0.338153,-0.945968,0.503845,1.021489,-0.14805,-0.506506
4,-3.012944,0.668392,1.703125,1.200234,-1.688196,-1.215163,0.355543,1.121651,0.056254,-0.120418,-1.413031,2.154728,0.6946,0.973515,-0.134354,-1.078324,0.239163,-0.035514,-0.067643,0.149659,-0.046502,-0.531828,-0.221738,0.285883,-0.080417,0.548099,3.910941,-0.605445,0.40378,0.199641,0.002025,0.024514,-0.248905,-0.197565,-0.362815,0.78477,-9.459602,1.639314,-4.943059,4.568364,0.374695,0.572347,-0.704181,0.131834,0.89193,0.198707,-0.137822,-0.517213,-0.435601,-3.40504,0.636827,-0.359595,0.196365,0.163229,0.255683,-0.128852,0.269451,0.005128,-0.401411,-0.288739,0.280209,0.186515,-0.06555,-0.120964,-0.083278,-0.171096,-0.022401,-0.022339,0.299115,-2.590642,0.64121,-0.64121,0.122016,0.087866,-0.050539,-0.008545,0.06656,0.015062,-0.232421,1.110264,-0.694198,0.694198,-0.124051,-0.407114,0.138399,-0.164889,-0.139716,0.39047,0.3069,-3.250173,0.198226,-0.198226,-0.369041,0.152764,0.234198,0.016473,0.856422,0.01054,-0.901356
5,-2.647781,0.599267,1.855832,1.319176,-1.876071,-1.298937,0.576684,1.248174,0.042483,-0.315575,-1.551766,2.075079,0.701853,1.204295,-0.014561,-1.650604,0.46087,-0.083316,-0.070628,0.25938,-0.105436,-0.447496,-0.13599,0.101149,-0.114109,0.596446,4.020257,-0.719154,0.416234,0.205051,0.097869,0.165875,-0.184446,-0.409438,-0.383223,0.811232,-8.796772,1.520707,-4.738508,4.184737,0.553771,0.589328,-0.656573,0.067245,0.929561,-0.265428,0.102098,-0.759477,-0.006754,-3.884127,0.70272,-0.34538,0.318427,0.026953,0.430758,-0.251218,0.178657,0.023177,-0.381373,-0.096086,0.249113,0.290877,-0.0321,-0.258777,0.029337,-0.100308,-0.175016,0.03024,0.215748,-2.581563,0.587819,-0.587819,0.224802,-0.168976,-0.12518,-0.017595,0.125088,-0.043496,0.005358,1.069296,-0.56388,0.56388,-0.129907,-0.389299,0.020564,-0.103265,-0.144371,0.508094,0.238184,-3.088387,0.276677,-0.276677,-0.163914,0.017535,-0.672005,0.313953,0.623449,-0.003245,-0.115772
6,-3.440426,0.711124,1.920095,0.854632,-1.920508,-0.854219,0.274223,0.604028,0.220524,0.156417,-1.255192,2.196051,0.688212,1.531947,-0.217788,-1.179831,-0.134328,-0.142031,-0.008459,0.191328,-0.040839,-0.046814,-0.059027,0.138915,-0.333006,0.299932,3.897592,-0.820216,0.231657,0.303421,0.285138,-0.074733,-0.488715,-0.502738,-0.142378,1.208565,-8.022061,1.385196,-4.374773,4.170356,0.204417,0.501794,-0.64479,0.142995,0.905829,-0.246813,-0.006514,-0.497268,-0.155233,-3.895545,0.711093,-0.564245,0.415855,0.14839,0.138439,-0.359585,0.255337,-0.004395,-0.029796,-0.346082,0.28535,0.192366,-0.053437,-0.138929,-0.071386,-0.061543,-0.05856,-0.017334,0.208822,-2.617078,0.692345,-0.692345,0.153986,-0.037395,-0.183244,0.067618,0.079372,-0.141346,0.061009,1.037007,-0.697689,0.697689,-0.366492,-0.266666,-0.034051,-0.149346,0.002299,0.371184,0.443071,-3.181045,0.291438,-0.291438,0.019777,-0.062744,-0.554478,0.64565,0.931284,-0.243129,-0.736361
7,-3.076006,0.635743,1.55383,1.104197,-1.732658,-0.925369,0.273336,0.61461,-0.03477,0.153589,-1.006766,2.331504,0.660806,1.425513,-0.403571,-0.990975,-0.030966,-0.150893,0.013855,0.162612,-0.025573,-0.321983,0.039172,0.108547,-0.257565,0.431828,3.873886,-0.792819,0.243205,0.21125,0.338363,-0.094687,-0.263232,-0.519139,-0.121488,0.998546,-9.081192,1.557438,-5.052088,3.840954,1.211134,0.617583,-0.567977,-0.049605,1.090056,-0.387565,-0.008601,-0.525147,-0.168743,-3.235894,0.599874,-0.56358,0.338158,0.225422,0.113936,-0.512313,0.484957,0.066891,-0.15347,0.190911,0.210738,0.190902,-0.07552,-0.115382,-0.193214,0.034185,-0.035024,-0.01308,0.207133,-2.440141,0.805238,-0.805238,0.183633,0.301359,-0.117544,-0.199398,0.122244,0.030662,-0.320955,1.057453,-0.731081,0.731081,-0.247928,-0.53499,-0.029733,0.122906,-0.072215,0.444673,0.317287,-2.916727,0.359934,-0.359934,-0.641256,-0.124085,-0.387512,0.666139,0.353526,0.317686,-0.184499
8,-3.327622,0.692437,1.869594,1.087677,-1.682896,-1.274375,0.66298,0.720062,0.129919,0.019097,-1.532057,2.230855,0.654051,1.510544,-0.25559,-1.303807,0.048853,-0.183853,-0.021181,0.214656,-0.009622,-0.276303,-0.3621,0.060187,-0.09534,0.673556,3.939724,-0.704001,0.285847,0.269474,0.14868,0.091737,-0.262614,-0.438194,-0.290933,0.900004,-9.455939,1.663819,-5.170926,4.114041,1.056885,0.593998,-0.611624,0.017627,0.936386,-0.098598,-0.220495,-0.739968,0.122676,-3.969565,0.732417,-0.429594,0.392799,0.036795,0.345315,-0.313414,0.080113,0.024251,-0.136264,-0.047894,0.23896,0.248384,-0.067374,-0.181011,-0.030587,-0.036289,-0.077827,-0.043789,0.188491,-2.455221,0.618941,-0.618941,0.328934,0.01531,-0.198402,0.13452,-0.008728,-0.080246,-0.191387,1.049738,-0.665364,0.665364,-0.301666,-0.397944,0.018276,-0.028203,-0.249637,0.527756,0.431417,-2.923582,0.490381,-0.490381,-0.28544,-0.248764,0.015362,0.569887,0.413936,-0.227713,-0.237268
9,-3.325898,0.671794,1.816612,1.121989,-2.03051,-0.908091,0.435263,0.679801,0.28813,0.079962,-1.483156,2.338748,0.657832,1.245978,-0.478309,-0.542301,-0.225367,-0.10691,0.014658,0.084536,0.007716,-0.255114,-0.341372,0.180805,-0.190614,0.606294,3.959035,-0.517188,0.589665,-0.011676,-0.0608,0.085125,-0.032645,-0.221773,-0.498563,0.667857,-8.417363,1.485082,-3.085389,3.047419,0.03797,0.283543,-0.441927,0.158383,0.866957,-0.027809,-0.056397,-0.77781,-0.004941,-3.454457,0.633728,-0.363939,0.261741,0.102198,0.322795,-0.378323,0.433389,-0.001747,-0.376114,0.118264,0.221158,0.199006,-0.024717,-0.174289,-0.120132,-0.039053,-0.104235,-0.037013,0.300433,-2.511205,0.688717,-0.688717,0.077292,0.024811,-0.026012,-0.006774,-0.061517,0.014631,-0.022432,0.933656,-0.640102,0.640102,-0.375608,-0.256329,-0.06746,-0.186603,-0.137382,0.647539,0.375843,-3.096395,0.322354,-0.322354,-0.671412,0.472408,-0.478117,0.319933,0.652274,0.071801,-0.366887
10,-3.18839,0.70993,1.816046,1.195073,-1.881457,-1.129662,0.34238,0.885914,0.161643,-0.113942,-1.275995,2.360835,0.662873,1.392644,-0.086499,-1.315827,0.009682,-0.138645,-0.04437,0.224569,-0.041554,-0.34336,0.100543,-0.000121,-0.275649,0.518587,3.88153,-0.750191,0.309011,0.244055,0.197125,0.073531,-0.466439,-0.421269,-0.170288,0.984466,-9.428224,1.637716,-6.011136,4.378704,1.632432,0.77753,-0.644342,-0.133188,0.89787,-0.354532,0.016237,-0.733265,0.173691,-3.537051,0.658027,-0.449164,0.21446,0.234704,0.150379,-0.299514,0.29136,-0.029116,-0.11311,0.369697,0.171908,0.212064,-0.056417,-0.155647,-0.195135,-0.113298,0.059464,-0.046094,0.295063,-2.507636,0.559633,-0.559633,0.09729,0.03383,0.049092,-0.211046,0.127694,-0.030784,-0.066077,1.109561,-0.673637,0.673637,-0.169303,-0.521381,0.096786,-0.132827,-0.109015,0.361301,0.474438,-2.991923,0.304262,-0.304262,-0.162787,0.222071,0.032175,0.188669,0.348105,-0.02109,-0.607144
11,-3.328957,0.701616,1.650087,1.014554,-1.878418,-0.786222,0.358116,0.256575,-0.021567,0.141266,-0.73439,2.487834,0.631754,1.288255,-0.500046,-0.796688,0.008479,-0.132576,0.033581,0.144678,-0.045683,-0.243309,-0.090854,0.05392,-0.277908,0.558151,3.907822,-0.671828,0.186988,0.226916,0.257924,0.146998,-0.238865,-0.510096,-0.296055,0.898018,-9.433283,1.622526,-4.881434,4.670126,0.211308,0.543617,-0.736267,0.19265,0.905596,-0.319593,-0.104244,-0.516132,0.034373,-3.687299,0.668609,-0.411768,0.248015,0.163753,0.273418,-0.282289,0.351203,-0.019309,-0.323023,-0.187743,0.257843,0.23653,-0.086824,-0.149706,-0.046138,-0.024983,0.029607,0.029219,0.012295,-2.697577,0.893723,-0.893723,0.347431,0.307046,-0.214229,-0.185204,0.042616,-0.103459,-0.1942,1.109608,-0.635573,0.635573,0.010665,-0.598427,0.002165,0.209039,-0.133243,0.408388,0.101414,-3.202487,0.130785,-0.130785,0.058728,0.198106,-0.445336,0.636656,0.477076,0.330526,-1.255757
12,-3.221239,0.69014,2.118169,1.285527,-1.738943,-1.664752,0.973556,0.908535,0.519835,-0.305448,-2.096477,2.018366,0.72063,1.241315,-0.164004,-1.107551,0.03024,-0.080642,-0.054249,0.152975,-0.018084,-0.344581,0.101256,0.158688,-0.153705,0.238342,3.9482,-0.687805,0.505979,0.124674,0.057152,0.008441,-0.224657,-0.33954,-0.314157,0.869913,-9.884464,1.703532,-6.259852,4.265205,1.994647,0.760991,-0.621276,-0.139715,0.857212,-0.029674,-0.306682,-0.440976,-0.07988,-4.063858,0.730278,-0.501453,0.408419,0.093033,0.470672,-0.146848,0.109305,-0.069015,-0.364113,-0.285182,0.271447,0.129136,-0.013476,-0.115661,-0.121448,-0.107001,-0.102393,0.035959,0.294883,-2.526288,0.485259,-0.485259,0.419702,-0.084422,-0.039286,-0.066877,0.115801,-0.112382,-0.232537,1.046028,-0.631042,0.631042,-0.368962,-0.480214,-0.128859,-0.097172,-0.060776,0.551371,0.584613,-3.038554,0.142112,-0.142112,-0.08659,-0.197446,-0.376305,0.571247,0.719092,-0.341659,-0.288339
13,-3.531955,0.760431,2.010633,0.951149,-1.883824,-1.077959,0.54706,0.658952,-0.065102,-0.036336,-1.104574,2.282385,0.670602,1.185764,-0.543559,-0.321456,-0.320748,-0.095333,0.024925,0.040557,0.029852,-0.295299,-0.14243,0.087649,-0.20328,0.553361,4.040067,-0.589292,0.471845,0.228368,-0.110921,0.180993,-0.032403,-0.265827,-0.494681,0.611918,-8.545585,1.459976,-5.484331,4.684073,0.800257,0.684973,-0.745673,0.0607,0.802813,-0.120563,-0.162832,-0.363238,-0.156179,-3.676001,0.655779,-0.445845,0.231585,0.21426,0.211875,-0.380553,0.435529,0.135855,-0.402707,0.301484,0.182263,0.228605,-0.03432,-0.194285,-0.152635,-0.011571,0.020653,0.005489,0.138064,-2.468343,0.568835,-0.568835,0.097237,0.080354,-0.085469,-0.047732,-0.013526,0.018692,-0.049556,1.066089,-0.693614,0.693614,-0.501281,-0.308255,0.024826,-0.128388,-0.019329,0.482235,0.450192,-3.130633,0.515338,-0.515338,-0.033836,0.114494,-0.524478,0.235988,0.785742,-0.13823,-0.439679
14,-2.816205,0.638603,1.798997,1.306238,-1.809524,-1.295711,0.491981,0.725975,0.370007,-0.31563,-1.272333,2.324157,0.666107,1.106714,-0.48951,-0.742116,0.124912,-0.065791,0.021981,0.128625,-0.084815,-0.27154,-0.057229,0.075979,-0.258193,0.510984,4.037129,-0.665139,0.688049,-0.051519,0.028608,0.077535,0.00936,-0.389625,-0.421037,0.723767,-8.767259,1.53123,-4.4324,3.580311,0.85209,0.520831,-0.540419,0.019589,0.791343,0.019355,-0.227196,-0.746439,0.162937,-3.620748,0.66381,-0.511308,0.343245,0.168064,0.247209,-0.114065,0.243707,-0.016,-0.36085,-0.234276,0.266782,0.240812,-0.044912,-0.1959,-0.06467,-0.205764,0.012059,-0.00492,0.263294,-2.589489,0.531289,-0.531289,0.215976,0.040753,-0.076883,-0.080577,-0.140325,-0.021999,0.063055,1.05108,-0.69237,0.69237,-0.416425,-0.201412,0.063947,0.081686,-0.084638,0.453367,0.103476,-3.033076,0.215379,-0.215379,-0.375284,-0.082777,-0.249512,0.264416,0.483044,0.321521,-0.361408
15,-2.639625,0.631804,1.863686,1.357866,-1.823321,-1.398231,0.515134,0.806383,0.366766,-0.489371,-1.198913,2.6571,0.611817,1.233294,-0.22038,-1.095738,0.082824,-0.107119,-0.018915,0.18441,-0.058376,-0.358918,-0.228899,0.181707,-0.355842,0.761952,4.060787,-0.641724,0.475491,0.158026,0.008207,-0.021228,0.012395,-0.407937,-0.467275,0.884045,-10.394367,1.796566,-7.416012,5.621815,1.794197,0.971846,-0.864779,-0.107067,0.912406,0.059804,-0.010348,-0.809446,-0.152417,-3.631626,0.655291,-0.471124,0.312382,0.158742,0.298207,-0.550608,0.331374,0.018451,-0.097425,0.150011,0.208095,0.232535,-0.034765,-0.19777,-0.107482,-0.014295,-0.036811,-0.007877,0.166464,-2.476557,0.783502,-0.783502,0.492719,0.107916,-0.053373,-0.267507,-0.168334,0.0825,-0.193921,1.087076,-0.695323,0.695323,-0.247971,-0.369084,-0.036075,-0.177731,-0.038068,0.462849,0.40608,-3.054873,0.126409,-0.126409,-0.350969,0.120396,-0.494455,0.313448,0.530149,0.16838,-0.286948
16,-3.138031,0.66002,1.833282,1.060558,-1.956157,-0.937684,0.339035,0.449023,0.149544,0.163158,-1.10076,2.059027,0.704454,1.431434,-0.014105,-1.413852,-0.003477,-0.13441,-0.071561,0.241438,-0.035467,-0.479977,-0.112467,0.177915,-0.158597,0.573126,4.027808,-0.652518,0.471351,0.161952,0.019215,0.163453,-0.196233,-0.410064,-0.417532,0.860376,-9.262328,1.590089,-4.837084,4.620049,0.217034,0.547191,-0.709593,0.162402,0.692495,-0.1457,0.086758,-0.377304,-0.256249,-3.76751,0.687656,-0.535086,0.40459,0.130496,0.275188,-0.352017,0.201246,-0.072652,-0.051766,0.016781,0.238671,0.234143,-0.042004,-0.192139,-0.125244,0.051871,-0.018322,-0.022186,0.113881,-2.552113,0.528571,-0.528571,0.324939,0.028412,-0.250396,-0.308927,0.006225,-0.060917,0.260664,1.056221,-0.664828,0.664828,-0.31569,-0.268248,0.002252,-0.116884,-0.080026,0.528184,0.250411,-3.308864,0.339853,-0.339853,0.419913,0.249727,-0.790649,0.503981,0.469799,-0.227684,-0.625087
17,-3.238567,0.671175,1.662661,0.889793,-1.859021,-0.693432,0.341129,0.886542,-0.017899,0.22664,-1.436412,2.16562,0.689554,1.590602,-0.295536,-1.297276,0.002209,-0.18195,-0.001282,0.216292,-0.03306,-0.365147,-0.05601,0.127429,-0.275811,0.569539,3.902421,-0.758353,0.21315,0.297161,0.248042,0.092429,-0.458891,-0.472587,-0.202108,1.041156,-8.932158,1.531241,-3.824974,3.904207,-0.079234,0.360339,-0.57022,0.209881,0.865349,-0.223872,-0.06447,-0.392083,-0.184925,-3.845563,0.695581,-0.592846,0.46818,0.124666,0.324853,-0.462345,0.124836,-0.009878,0.022535,-0.034196,0.232704,0.141692,-0.052918,-0.088774,-0.130921,-0.092236,-0.040388,-0.036568,0.300112,-2.743969,0.720996,-0.720996,0.004695,0.131977,-0.142788,-0.026423,0.022661,0.00476,0.005119,1.058694,-0.636379,0.636379,-0.239178,-0.330254,0.050721,-0.095818,-0.222437,0.434156,0.40281,-3.007862,0.341089,-0.341089,0.277835,0.249601,-0.805826,0.367616,0.281793,0.216655,-0.587676
18,-3.370468,0.724077,1.706624,0.970003,-1.758659,-0.917968,0.327106,0.228342,0.389931,0.065333,-1.010712,2.424442,0.654155,1.432191,-0.447038,-1.175778,0.190625,-0.146475,0.038772,0.195636,-0.087933,-0.266768,0.125765,-0.060571,-0.402096,0.60367,3.95983,-0.681242,0.413393,0.152582,0.115266,0.175202,-0.232258,-0.464082,-0.321844,0.842982,-8.85131,1.543356,-5.206752,4.027695,1.179057,0.648706,-0.594485,-0.054222,0.884356,-0.022302,-0.251803,-0.526033,-0.084218,-3.565441,0.664597,-0.394695,0.334265,0.06043,0.299322,-0.57342,0.379383,-0.129046,0.02376,0.086963,0.229101,0.132742,0.004658,-0.1374,-0.170977,0.087555,-0.078617,-0.190112,0.35215,-2.516264,0.482677,-0.482677,0.160698,0.049299,-0.051309,-0.001924,-0.023922,-0.063549,-0.069292,1.047256,-0.610733,0.610733,-0.337101,-0.313244,-0.172831,0.005297,-0.129225,0.595903,0.3512,-3.106347,0.209653,-0.209653,-0.39903,-0.136942,-0.090225,0.500314,0.419296,0.287166,-0.58058
19,-3.025153,0.704742,1.893821,1.256326,-1.564261,-1.585886,0.782775,0.992954,0.386321,-0.312978,-1.849072,2.252142,0.68555,1.302203,-0.628699,-0.74132,0.067816,-0.123054,0.044928,0.128796,-0.050671,-0.404867,0.002793,0.133628,-0.231914,0.50036,3.950714,-0.625808,0.581082,-0.054706,0.099431,0.024671,-0.251943,-0.348482,-0.375113,0.950867,-9.320615,1.627017,-4.948348,4.09988,0.848468,0.569559,-0.607947,0.038388,0.869314,0.074392,-0.210936,-0.54695,-0.185819,-4.015822,0.716609,-0.436485,0.283335,0.15315,0.220595,-0.462333,0.338927,0.165302,-0.262491,0.099503,0.22221,0.249104,-0.027586,-0.221518,-0.062336,-0.020377,-0.041182,-0.077873,0.201769,-2.654696,0.708497,-0.708497,-0.040779,-0.009862,-0.017444,-0.017203,-0.003678,0.063955,0.025012,1.127345,-0.63551,0.63551,-0.423163,-0.282321,0.030277,-0.064399,-0.299274,0.552352,0.486528,-3.38622,0.369013,-0.369013,-0.810658,0.373124,-0.137346,0.725126,0.653664,0.056071,-0.859982
20,-2.770016,0.611506,1.74306,1.188917,-1.771867,-1.16011,0.694741,0.730693,0.133406,-0.296247,-1.262594,2.410002,0.649763,1.042901,-0.246648,-0.883112,0.086859,-0.037925,-0.013566,0.133057,-0.081566,-0.362195,0.141391,0.098422,-0.260356,0.382738,3.942055,-0.560933,0.398238,0.125072,0.037623,0.081027,-0.176875,-0.349269,-0.441413,0.886529,-9.216531,1.58954,-5.116397,3.837074,1.279324,0.636663,-0.56426,-0.072403,0.913264,-0.32017,0.133405,-0.584898,-0.141601,-3.396704,0.608235,-0.582134,0.425287,0.156847,0.216549,-0.331597,0.480476,-0.091922,-0.273506,0.109057,0.222861,0.18274,-0.029342,-0.153398,-0.174082,-0.005263,-0.060853,-0.068499,0.308697,-2.678565,0.605387,-0.605387,0.125133,0.142199,-0.226405,0.076492,-0.063283,-0.133782,0.079645,1.054612,-0.667955,0.667955,-0.297995,-0.421164,0.141723,-0.151866,-0.170403,0.526793,0.372912,-2.978317,0.284544,-0.284544,-0.094477,0.151174,-0.536287,0.385695,0.652276,-0.075354,-0.483025
21,-2.708057,0.603921,1.643818,1.440233,-1.814037,-1.270014,0.673186,0.678038,-0.029231,-0.153167,-1.168827,2.427458,0.654368,1.459572,-0.272604,-0.789649,-0.397319,-0.164552,0.007093,0.132589,0.02487,-0.354674,0.08208,0.157918,-0.37082,0.485496,3.814597,-0.648961,0.161468,0.216345,0.271148,0.115116,-0.373554,-0.462492,-0.228197,0.949127,-9.741947,1.66981,-5.280082,4.186142,1.09394,0.653745,-0.649958,-0.003786,1.1333,-0.248104,-0.147427,-0.454257,-0.283512,-3.428344,0.628024,-0.445448,0.395184,0.050264,0.330328,-0.216695,0.278156,-0.057694,-0.334095,-0.353567,0.278302,0.233801,-0.081644,-0.152156,0.023736,-0.302133,0.004888,0.030122,0.243387,-2.521163,0.514515,-0.514515,0.463131,0.28901,0.005726,-0.035071,-0.0802,0.098026,-0.740622,1.103088,-0.609255,0.609255,-0.331768,-0.515292,-0.107673,0.083137,-0.220779,0.464057,0.628318,-3.164898,0.224997,-0.224997,0.243864,-0.142957,-0.842003,0.967069,0.51717,0.373673,-1.116817
22,-3.010409,0.645646,1.604135,0.966113,-1.736463,-0.833785,0.429254,0.136673,0.205736,0.050065,-0.821728,2.505628,0.632373,1.251846,-0.249977,-0.804928,-0.196942,-0.118403,-0.017759,0.1475,-0.011337,-0.306505,-0.088653,0.165714,-0.273415,0.502859,3.862323,-0.630971,0.270864,0.156982,0.203125,0.13867,-0.236832,-0.409506,-0.306265,0.813932,-9.839622,1.703166,-6.3739,3.806985,2.566915,0.843395,-0.570588,-0.272807,0.882821,-0.376838,-0.169279,-0.750212,0.413507,-3.666857,0.676974,-0.471007,0.317425,0.153582,0.30205,-0.238687,0.266387,-0.013832,-0.315918,-0.130398,0.263099,0.13618,0.047523,-0.183704,-0.104433,0.006535,-0.133878,-0.124838,0.356614,-2.538704,0.689599,-0.689599,-0.0278,0.222536,-0.269271,0.008652,-0.097883,0.037181,0.126586,1.107202,-0.578923,0.578923,-0.383234,-0.450678,0.040069,0.054698,-0.270282,0.552177,0.457251,-3.131237,0.31074,-0.31074,0.128862,-0.002615,-0.848424,0.596446,0.619583,0.583111,-1.076962
23,-3.180227,0.676233,1.866906,1.015244,-1.756712,-1.125438,0.806562,0.249159,0.417562,0.074416,-1.547699,2.451013,0.640661,1.412671,-0.144953,-1.327086,0.059368,-0.130665,-0.016772,0.213791,-0.066354,-0.182695,0.005636,0.050512,-0.347304,0.473851,4.121603,-0.707887,0.775096,0.025627,-0.092836,0.159755,-0.000721,-0.408584,-0.481448,0.730999,-8.675472,1.476768,-5.854691,5.209438,0.645252,0.728075,-0.807695,0.07962,0.990602,-0.115732,0.191826,-0.525225,-0.541471,-4.267881,0.756151,-0.429056,0.282787,0.146269,0.361166,-0.172287,0.309028,0.206418,-0.704325,0.061988,0.230263,0.279677,-0.009208,-0.270469,-0.065464,0.043765,-0.034166,-0.08494,0.140806,-2.458083,0.73618,-0.73618,0.257001,-0.006608,-0.136141,-0.076638,0.033397,0.028653,-0.099662,1.018514,-0.643879,0.643879,-0.276475,-0.479078,0.053921,-0.050621,-0.110379,0.484194,0.378439,-3.115721,0.292335,-0.292335,-0.139237,0.510216,-0.849586,0.766953,0.795895,0.295027,-1.379268
